Network Type,Latitude,Longitude
5G,25.57800234,85.29310807
3G,25.49207674,85.06358833
5G,25.55834149,85.00509931
5G,25.53474329,85.22717401
LTE,25.70639091,85.13020426
3G,25.48533812,85.05258707
4G,25.52432678,84.99884504
LTE,25.63893064,85.2434625
LTE,25.67850771,85.23490315
4G,25.67164522,85.26328581
4G,25.56777651,85.20037165
5G,25.47362057,85.08095922
5G,25.65993278,85.27543687
3G,25.55380661,85.27317242
3G,25.54392857,85.27312129
5G,25.71189661,85.18068298
5G,25.4728683,85.26435142
LTE,25.53870753,84.99253382
LTE,25.45869591,85.13303606
LTE,25.74927752,85.08401115
3G,25.66183974,85.00993571
3G,25.61429652,85.30397218
4G,25.53140132,85.1606103
LTE,25.47232755,85.22129302
LTE,25.66133166,85.27486872
4G,25.72768938,85.09358383
LTE,25.60574613,85.07334134
5G,25.61915606,85.28116217
4G,25.58171838,84.98105854
LTE,25.70315263,84.99587719
LTE,25.55671459,85.29006711
4G,25.49643253,85.23609307
5G,25.65411379,85.22730814
3G,25.65066773,85.16274751
3G,25.43968761,85.11546302
4G,25.47023705,85.21763629
LTE,25.74047282,85.03362118
3G,25.66713019,85.23538985
3G,25.6617358,85.1616663
LTE,25.42803234,85.19023016
4G,25.51635614,85.08024017
5G,25.48179232,85.11379156
3G,25.62706052,85.08568263
LTE,25.45807703,85.16662443
LTE,25.51499889,85.10547557
5G,25.51723001,85.13975861
LTE,25.58923454,85.19446503
5G,25.6056378,85.30296017
3G,25.52645463,85.05146292
4G,25.71259514,85.04726788
3G,25.65187288,85.02061068
LTE,25.58044193,85.19959713
3G,25.60877517,85.09129233
3G,25.57038234,85.279434
LTE,25.66954088,85.00151224
5G,25.55987429,85.15221041
LTE,25.50271272,85.17148579
3G,25.68696458,85.06248596
3G,25.61982813,85.28037892
3G,25.60978204,85.15098765
3G,25.57347301,85.01822771
5G,25.56264419,85.28598031
3G,25.70992595,85.2590882
LTE,25.71579532,85.14457546
4G,25.70914387,85.01517172
3G,25.62004307,85.27305397
LTE,25.55691463,84.9665449
3G,25.54696608,85.26093027
3G,25.69241702,85.05420924
5G,25.49656736,85.04383918
LTE,25.47627522,85.02873965
5G,25.57267167,85.27983979
4G,25.53130675,85.11654454
3G,25.72444163,85.22056239
5G,25.6950223,85.05305963
5G,25.46285869,85.19546545
4G,25.71542055,85.17000787
3G,25.56978435,85.30672076
4G,25.63695122,85.03324651
3G,25.67833827,85.15500706
3G,25.6333473,85.26487349
LTE,25.54882605,85.17406763
5G,25.4635694,85.23604407
3G,25.64287395,85.15396368
3G,25.71556006,85.19684639
4G,25.72419476,85.10482965
3G,25.7066341,85.2375583
LTE,25.45340434,85.2125015
3G,25.74378262,85.1346455
3G,25.63147532,85.14977056
5G,25.57588257,85.11986787
5G,25.66483659,85.03821952
LTE,25.67320227,85.19939116
4G,25.61448284,85.13263781
4G,25.59500744,85.0564136
5G,25.64175088,85.25433744
4G,25.61523596,85.22875789
4G,25.68922955,85.13754802
3G,25.59991734,85.20741526
LTE,25.560929,84.97699609
5G,25.52590295,85.16048987
3G,25.43727464,85.09657195
4G,25.62236191,85.13303487
4G,25.57287414,85.07803716
3G,25.56416143,85.1407816
LTE,25.73025567,85.02321318
LTE,25.67530283,85.24345195
LTE,25.48848146,85.09185386
4G,25.5499565,85.28215284
5G,25.64488895,85.24873606
5G,25.49773493,85.05873747
4G,25.64593342,85.19056291
LTE,25.60784595,85.15351543
3G,25.62976459,85.10702419
LTE,25.54699039,85.018924
LTE,25.50555788,84.9929165
4G,25.48056779,85.06086004
3G,25.51184099,85.13715986
LTE,25.54426408,85.12866818
4G,25.63256848,85.13047685
4G,25.71846286,85.13762755
5G,25.7283031,85.16825949
4G,25.44623821,85.06980453
3G,25.65763159,85.06007021
5G,25.62619438,85.01675016
5G,25.4841625,85.02362488
4G,25.56666447,85.21608552
3G,25.58821098,85.24224269
3G,25.75114981,85.20875044
3G,25.48860959,85.21762044
5G,25.60729726,85.24336325
4G,25.54443786,85.11674422
4G,25.68341142,85.20197941
3G,25.44428544,85.22295307
4G,25.60461649,85.15179527
3G,25.64433949,85.10518955
5G,25.54493702,85.16576501
4G,25.71538361,85.01795764
4G,25.63203544,85.11641129
LTE,25.59558572,85.17910845
LTE,25.61963598,85.15483454
4G,25.57410977,85.20112937
LTE,25.71723808,85.19702527
5G,25.74730578,85.1049722
3G,25.57997351,85.16734437
LTE,25.7357613,85.17740842
5G,25.62691305,85.16269251
3G,25.63876917,85.03422762
4G,25.51502317,85.25399446
3G,25.65366646,85.08905282
3G,25.68844247,85.12661367
4G,25.64472126,85.03984847
LTE,25.60888621,84.98727456
LTE,25.54519158,85.0360229
LTE,25.57007709,85.22853121
3G,25.71599709,85.14159687
LTE,25.49218622,85.04819301
4G,25.43033415,85.12802028
4G,25.66969636,84.99165717
5G,25.68761543,85.2798681
4G,25.6888125,85.10760092
4G,25.72287709,85.15249527
3G,25.63765288,85.08394213
4G,25.61703811,85.17270106
3G,25.74843022,85.06066508
4G,25.67286516,85.23708588
3G,25.6699384,85.20511214
LTE,25.5888022,84.97696572
5G,25.47092601,85.2429211
4G,25.53781406,85.27114914
3G,25.43471485,85.17096956
LTE,25.58838249,85.18332108
LTE,25.62119178,85.06736502
5G,25.54328101,85.10905534
5G,25.45312501,85.04183049
3G,25.5771487,85.18685389
4G,25.48966687,85.20715334
LTE,25.72842193,85.03808489
4G,25.46275614,85.12788656
4G,25.58813475,85.0201859
4G,25.52300306,85.23444864
3G,25.76776344,85.10415244
4G,25.53062898,85.16040743
3G,25.7247112,85.17231068
3G,25.55481093,85.12188693
5G,25.67106748,85.27255422
4G,25.61118767,85.13785878
4G,25.5516147,84.99844669
LTE,25.55321337,85.00865641
3G,25.70654036,85.0138066
LTE,25.43043056,85.10645878
5G,25.43284047,85.20662318
LTE,25.72892616,85.07088119
4G,25.70579419,85.26971994
4G,25.56299272,85.2621089
4G,25.59956641,85.05223403
4G,25.549896,85.30894408
4G,25.6242465,85.13102102
4G,25.60341786,85.00890246
3G,25.55950772,85.08973577
4G,25.43992767,85.10482803
LTE,25.50767731,85.23140329
LTE,25.55925782,85.07922502
4G,25.67370168,85.18719588
5G,25.4843624,85.18852099
3G,25.61823576,85.23757973
LTE,25.54442346,85.04673422
LTE,25.64588766,85.15391538
LTE,25.51441704,84.97660944
4G,25.49080389,84.9966748
4G,25.48455914,85.05245614
5G,25.66701462,85.12309654
5G,25.76383751,85.10774038
LTE,25.47598596,85.21419261
3G,25.71218815,85.04684328
3G,25.52791454,85.15479006
5G,25.50975006,85.25336388
5G,25.5305681,85.09920211
LTE,25.64831661,85.21736559
3G,25.6619314,85.04792384
LTE,25.4250716,85.19659249
5G,25.60974786,85.27105994
3G,25.69436739,85.12770363
5G,25.43945695,85.12857105
LTE,25.5951413,85.24458143
3G,25.48658546,85.15725283
4G,25.45481923,85.05691074
3G,25.68077503,85.26760771
3G,25.73256884,85.06977514
3G,25.68647978,85.12057149
4G,25.6990722,85.24092237
LTE,25.51633486,85.1425736
4G,25.54860946,85.07325968
3G,25.43560885,85.13209936
4G,25.43651279,85.17136719
5G,25.49335392,85.18191855
3G,25.65604144,85.13251683
LTE,25.47640929,85.23262927
LTE,25.753197,85.19933633
LTE,25.6999483,85.14188881
4G,25.62285287,85.13661256
4G,25.59777167,85.26907855
3G,25.45494311,85.04757475
4G,25.67447361,84.98894989
3G,25.4411104,85.22574894
LTE,25.59033993,85.22358147
5G,25.62278324,85.06419504
4G,25.46461471,85.13087846
3G,25.50838488,85.25440723
3G,25.7253932,85.25998246
3G,25.72669977,85.24286714
5G,25.68779175,85.18639191
LTE,25.66088308,85.29466436
3G,25.75029832,85.12596156
3G,25.63226459,85.29161708
3G,25.71953055,85.06126875
3G,25.58939238,85.2596846
5G,25.64656334,85.13202616
3G,25.70217177,85.14332473
5G,25.74592593,85.11811525
LTE,25.63079284,85.00414626
4G,25.44063666,85.10239129
LTE,25.74257044,85.11908943
4G,25.56309941,85.095892
LTE,25.66840184,85.06336334
5G,25.53662878,84.96967531
3G,25.43519126,85.19940382
4G,25.54706752,85.25154192
4G,25.42981222,85.06927743
5G,25.66843962,85.17997028
LTE,25.71266488,85.00734349
3G,25.50369205,85.08779095
5G,25.76454382,85.08689979
5G,25.62190952,84.99734683
5G,25.6112025,85.0097194
5G,25.74523605,85.11898803
5G,25.61891702,85.26648443
5G,25.64408869,85.14141216
5G,25.75810471,85.18618021
LTE,25.76155258,85.15708782
5G,25.75035039,85.09107828
4G,25.69144119,85.19385155
4G,25.55965941,85.14924738
3G,25.73325023,85.12611902
3G,25.56151778,84.98879156
3G,25.42713793,85.19340834
5G,25.53604202,85.1540058
3G,25.58497702,85.13398025
LTE,25.54601755,85.2171381
LTE,25.43033994,85.12295913
3G,25.61364805,85.00655487
LTE,25.48114882,85.11487329
5G,25.60615974,85.30700655
5G,25.58460647,85.12958914
5G,25.60619662,85.07227748
LTE,25.4460967,85.12700943
4G,25.48298474,85.26242539
3G,25.50225043,85.18934252
4G,25.48517028,85.05516674
3G,25.53550451,85.14917444
LTE,25.64413757,85.24811401
4G,25.72293362,85.10154981
5G,25.7150561,85.21894394
5G,25.5265877,85.2179405
4G,25.45078381,85.23431167
5G,25.75685484,85.1256121
3G,25.63368957,85.2818165
3G,25.48226743,85.18439651
4G,25.50170815,85.20871245
LTE,25.70964671,85.16348089
5G,25.62107558,85.08990224
LTE,25.46476639,85.1983583
5G,25.62223959,85.03530052
4G,25.73829047,85.15249261
5G,25.63970318,85.05070745
5G,25.71363181,85.21955366
5G,25.67937517,85.28594802
4G,25.65519509,85.25395754
4G,25.51802813,85.03327748
LTE,25.70731335,85.22339041
4G,25.53023213,85.07278727
5G,25.67303104,85.03899393
3G,25.44626069,85.16056657
5G,25.65362768,85.08134873
LTE,25.53100025,85.18648954
LTE,25.68879795,85.28773137
4G,25.57610521,85.06790768
3G,25.57364766,85.24626774
4G,25.76470077,85.13696514
4G,25.44950295,85.12110157
5G,25.7052287,85.00903367
LTE,25.61553567,85.0725297
5G,25.64590351,85.10719988
5G,25.5322905,85.0469058
3G,25.73220871,85.15871764
LTE,25.61405142,85.08288418
LTE,25.59688854,85.21155302
4G,25.59526182,84.9590825
4G,25.54938083,85.19415011
4G,25.52003257,85.22660214
4G,25.67434233,85.16574817
LTE,25.54406565,84.99586799
4G,25.73546392,85.14595057
5G,25.59571772,85.0671012
3G,25.44207958,85.22459913
LTE,25.45479429,85.05698752
LTE,25.53067335,85.15950314
LTE,25.59426651,85.10467711
4G,25.68138157,85.04732355
3G,25.69626906,85.25280169
4G,25.54491677,85.29211473
4G,25.53427755,85.03758685
4G,25.49745915,85.24863663
LTE,25.65736962,85.09767278
4G,25.59316378,85.18917841
5G,25.68525753,85.04423054
4G,25.57008675,85.11009431
4G,25.45237196,85.13524041
4G,25.44278399,85.22557916
5G,25.57189075,84.97656948
4G,25.66693099,85.03133953
5G,25.76776723,85.13241637
LTE,25.46592548,85.01589817
3G,25.70733617,85.26040307
3G,25.45365608,85.18347604
3G,25.60014051,85.00827597
3G,25.60523275,85.25252938
3G,25.71573419,85.26377716
LTE,25.50385148,85.20067834
4G,25.60844522,85.21215618
3G,25.66680351,85.2461099
5G,25.75770095,85.09202504
4G,25.48869933,85.12965294
4G,25.503833,85.1883279
LTE,25.65797022,85.1820854
4G,25.55824389,84.97482214
LTE,25.75757451,85.11773516
5G,25.63462862,85.00864817
4G,25.58775474,85.2738979
3G,25.66512456,84.97648404
5G,25.65648755,85.13545228
5G,25.44625694,85.11488295
4G,25.45751137,85.23431094
5G,25.6834951,85.14565712
5G,25.51119059,85.28724738
3G,25.60865917,85.18085927
3G,25.60848262,85.17247529
3G,25.65019251,85.01486227
LTE,25.60240492,85.24696523
3G,25.74149475,85.09041732
4G,25.58509903,85.25276396
5G,25.58914752,85.12879348
4G,25.46822033,85.25072287
LTE,25.54527728,85.16832354
LTE,25.61692028,85.27850881
LTE,25.70234033,85.17752369
5G,25.46830901,85.13706946
3G,25.74277814,85.2155747
4G,25.55074453,85.23286088
LTE,25.55379282,85.13648424
LTE,25.45587541,85.02760725
3G,25.57107667,85.01395175
4G,25.61651984,85.06482035
3G,25.51926228,85.07003588
4G,25.73455594,85.23073384
LTE,25.66852682,85.1717282
5G,25.5635605,85.15364704
LTE,25.63042733,85.01094038
4G,25.76976923,85.14543171
LTE,25.67566811,85.0348134
4G,25.63169225,85.17289944
3G,25.578113,85.01634162
4G,25.65265475,85.13689265
LTE,25.59742898,85.24170625
5G,25.51605179,85.15514948
4G,25.43229553,85.11157243
LTE,25.58669667,85.19050612
3G,25.69423687,85.0458508
3G,25.44243815,85.20915005
5G,25.73012755,85.07283175
4G,25.69576,85.07449475
LTE,25.71477644,85.05231327
5G,25.7609992,85.11725763
3G,25.68223385,85.03454011
3G,25.55317439,85.30721952
LTE,25.63971139,85.23656285
LTE,25.51051723,85.15360209
LTE,25.72099861,85.24942181
3G,25.4531119,85.22879892
5G,25.6866186,85.12957499
4G,25.74205922,85.16546251
LTE,25.69812308,85.07310509
5G,25.72479479,85.06087435
5G,25.55025707,85.14643238
3G,25.47043955,85.1811174
LTE,25.6547454,85.14614916
LTE,25.76531316,85.13525458
3G,25.56395413,85.290999
LTE,25.60118225,85.06644308
3G,25.63691593,85.0282787
4G,25.7325116,85.06205493
4G,25.63400936,85.07869314
LTE,25.64974672,84.97925626
3G,25.64905928,85.13701356
LTE,25.49836242,85.0008523
3G,25.49204764,85.02876817
4G,25.6741863,85.16548544
4G,25.52183602,85.26846961
3G,25.48853706,85.03005354
3G,25.44797564,85.12637467
3G,25.66218702,85.13256064
5G,25.6060821,85.10255185
3G,25.50482826,85.20703327
4G,25.51286354,85.13645268
3G,25.63238182,85.08548606
5G,25.61594004,85.31141323
5G,25.61318848,85.13457628
5G,25.47399583,85.19736305
5G,25.56556646,85.0913186
LTE,25.53686829,85.1165173
LTE,25.55709053,85.12010703
LTE,25.51984756,85.2153179
5G,25.52926429,85.16995618
LTE,25.53204252,85.04785314
5G,25.65379034,85.15248153
3G,25.46340003,85.06719211
3G,25.53151529,85.04657335
3G,25.7384852,85.03768748
3G,25.72867232,85.25273302
4G,25.69681171,85.04287489
4G,25.60778127,85.28332235
LTE,25.43304602,85.06683082
5G,25.58988294,85.08817109
5G,25.73917624,85.05125809
LTE,25.51852451,85.12185516
3G,25.65858905,85.18969708
4G,25.46698655,85.20241466
5G,25.51664088,85.07340171
4G,25.52516487,85.25137327
3G,25.68980546,85.13293797
LTE,25.60214464,85.08555521
5G,25.54387524,85.01387421
4G,25.4607539,85.0247736
4G,25.71757961,85.09236891
5G,25.43690539,85.13966031
LTE,25.68071624,85.10080595
3G,25.73216847,85.16635004
4G,25.59056443,85.28896207
5G,25.75280009,85.09818622
LTE,25.64163581,84.97500761
5G,25.70077352,85.10213198
3G,25.44394788,85.04902011
5G,25.57333345,84.97390661
4G,25.65946058,85.11758303
LTE,25.73525544,85.09915519
LTE,25.5938352,85.29202638
4G,25.65016385,85.07368029
4G,25.58923468,85.09276382
4G,25.57566818,85.01626442
3G,25.53464035,85.00800067
3G,25.62347868,85.06616397
4G,25.7304973,85.04383333
4G,25.73696643,85.20617378
LTE,25.59460438,85.07853328
5G,25.60790514,85.00992325
4G,25.50899535,85.18758001
3G,25.55877198,85.26585813
4G,25.68272586,84.98781078
5G,25.53593313,85.22559942
5G,25.67057728,85.05827968
4G,25.72434436,85.23821734
LTE,25.58432191,85.02598741
3G,25.44687651,85.16563111
5G,25.73766067,85.05752479
5G,25.65462167,85.28520144
LTE,25.50796133,85.13067791
4G,25.76886363,85.15462751
LTE,25.56209421,85.11244076
4G,25.75513696,85.19542153
4G,25.65441269,84.99562782
3G,25.50055225,85.28361703
3G,25.71300806,85.03498555
4G,25.56384513,85.01390099
4G,25.49754613,85.10520537
3G,25.58423635,85.0611332
3G,25.63137148,84.99149998
5G,25.71298729,85.24724248
LTE,25.47211064,85.08866792
4G,25.53945341,85.14409316
LTE,25.63064159,85.11542183
3G,25.74790394,85.11698725
3G,25.52303847,85.10789656
4G,25.50529427,85.12556738
4G,25.67842534,85.28122249
4G,25.43939519,85.20708654
3G,25.69476434,85.03702332
3G,25.59913506,85.29696654
5G,25.60221149,85.18681141
3G,25.527188,85.2483235
LTE,25.58820357,85.03606997
5G,25.6849899,85.00652478
5G,25.69603887,85.05259458
3G,25.45422912,85.09008336
3G,25.53791888,85.28794502
3G,25.60043231,85.00383706
LTE,25.7327278,85.23091905
LTE,25.63939407,85.11104617
4G,25.73857968,85.19501505
LTE,25.58295474,85.06954211
5G,25.7001603,85.07228392
4G,25.62973625,85.24688854
5G,25.64479193,85.10126682
LTE,25.61454271,85.1393528
LTE,25.68331368,85.26771661
3G,25.57032485,85.14635212
3G,25.50787597,85.08006144
5G,25.42505692,85.18186363
4G,25.73075582,85.19732616
LTE,25.42382091,85.18313089
4G,25.47750051,85.08449542
3G,25.54514807,85.09733744
5G,25.60817057,84.98827914
5G,25.72471263,85.1994334
5G,25.62953448,85.14236727
3G,25.71574486,85.11669487
LTE,25.65633648,85.13487239
5G,25.57158166,85.26279965
LTE,25.64554827,85.01954144
4G,25.61425697,84.99000756
5G,25.6637453,85.08679593
3G,25.72440522,85.17592515
4G,25.70478434,85.08178166
3G,25.58420802,84.97804286
LTE,25.74506296,85.1080296
5G,25.59507969,85.18827943
4G,25.59867436,85.2658873
3G,25.65560521,85.26928492
LTE,25.4368887,85.20968877
3G,25.59458856,84.97087035
LTE,25.5889794,85.0759021
LTE,25.53274894,85.21136685
4G,25.66156004,85.12556272
5G,25.75375297,85.20973951
3G,25.61488177,85.16502496
4G,25.59215074,85.26932413
3G,25.5169649,85.11367562
5G,25.53673808,85.04673726
4G,25.44380986,85.16396232
LTE,25.5947128,85.18339328
3G,25.45171426,85.09196853
LTE,25.48233185,85.14868335
4G,25.69885721,85.23654381
4G,25.73311096,85.15093515
LTE,25.45222991,85.0473611
LTE,25.47464111,85.00992269
3G,25.66373952,85.22916384
5G,25.62469392,85.22947877
LTE,25.55638473,85.14445659
3G,25.46849024,85.01251887
LTE,25.68948494,85.24305088
5G,25.56267125,85.04978968
LTE,25.47050062,85.04851504
4G,25.59969902,85.29327899
LTE,25.56878591,84.98143558
LTE,25.4877115,85.00492515
4G,25.53763837,84.9995372
LTE,25.739327,85.12738451
LTE,25.58669655,85.11649616
5G,25.64321322,85.18930913
LTE,25.55739662,85.14401254
5G,25.59427156,85.09269056
4G,25.74326574,85.16081507
LTE,25.69282196,85.05805081
LTE,25.72931532,85.23857331
5G,25.74716664,85.14931806
3G,25.70330104,85.16143059
3G,25.58562902,85.17414752
4G,25.49783618,85.25931324
LTE,25.75406355,85.20654193
LTE,25.56706079,85.19427784
3G,25.50529291,85.18644275
4G,25.48912667,85.19794282
4G,25.4569819,85.14013836
4G,25.68400998,85.11886408
5G,25.63502948,85.06770337
LTE,25.60956472,85.09662591
3G,25.749395,85.11581729
4G,25.73015341,85.14748807
4G,25.52519548,85.16146715
LTE,25.66082166,85.29144432
5G,25.65605284,85.01890529
4G,25.71480235,85.03099165
5G,25.63221958,84.97119198
LTE,25.43796063,85.20113809
LTE,25.52805058,85.22946973
LTE,25.64659224,85.0888292
4G,25.65897288,84.99699134
4G,25.71674052,85.18439453
4G,25.64788022,84.99993472
3G,25.53593926,85.07267992
4G,25.6754945,85.16345213
4G,25.47394335,85.08797426
4G,25.7000852,85.01765039
4G,25.57093139,85.16524041
LTE,25.63650844,85.14305146
4G,25.46758503,85.18643258
LTE,25.57702821,85.26845175
3G,25.66132817,85.22402546
4G,25.49501868,85.19930243
4G,25.50670067,85.07177823
4G,25.55488355,85.27980361
LTE,25.42518029,85.10088574
4G,25.48523723,85.11281216
4G,25.53442403,85.1706925
LTE,25.46783608,85.03053023
LTE,25.58411092,85.26724463
LTE,25.46226392,85.1599519
3G,25.62948328,85.0201531
4G,25.54726446,85.01290123
3G,25.61154928,85.28385585
5G,25.70042374,85.0438514
4G,25.6714041,85.09003527
LTE,25.57676,85.05323888
5G,25.71878936,85.16797233
LTE,25.73391232,85.06180749
5G,25.53432873,85.29785618
LTE,25.41693982,85.12139636
4G,25.60988428,85.0338043
4G,25.42040366,85.17870058
3G,25.52149086,85.0828179
4G,25.73393664,85.21007416
LTE,25.46467022,85.22476996
3G,25.67216819,85.02621346
4G,25.65209167,85.05726098
3G,25.63838207,85.23289531
3G,25.61038929,85.23425613
4G,25.52190287,85.09185894
LTE,25.65736698,85.08060204
3G,25.50911169,85.00826139
5G,25.52098768,85.17112267
4G,25.54259374,85.18085658
3G,25.65045467,85.07631656
3G,25.60311613,85.08941354
LTE,25.44925894,85.19002877
3G,25.59800464,85.25926958
LTE,25.47731794,85.05643587
4G,25.56160506,85.09478657
